date,open,high,low,close,volume
2026-01-29,0.2388,0.2616,0.2388,0.2616,526672.0
2026-01-30,0.2549,0.2549,0.2257,0.235,625771.0
2026-02-02,0.2163,0.2301,0.1845,0.1847,967288.0
2026-02-03,0.1867,0.2015,0.1787,0.1906,274838.0
2026-02-04,0.1845,0.19,0.1806,0.19,34655.0
2026-02-05,0.188,0.1885,0.1738,0.1795,260990.0
2026-02-06,0.173,0.184,0.158,0.1782,184189.0
2026-02-09,0.1876,0.1933,0.1828,0.1933,119427.0
2026-02-10,0.196,0.196,0.1851,0.1851,8517.0
2026-02-11,0.1828,0.1848,0.1777,0.1786,19456.0
2026-02-12,0.1832,0.1832,0.1768,0.1818,73013.0
2026-02-13,0.176,0.177,0.154,0.154,87526.0
2026-02-24,0.1644,0.1644,0.1388,0.1397,859800.0
2026-02-25,0.1443,0.1658,0.1443,0.1534,145590.0
2026-02-26,0.1539,0.1539,0.143,0.1471,108719.0
2026-02-27,0.1471,0.15,0.14,0.1497,92195.0
2026-03-02,0.1497,0.1497,0.13,0.1453,916456.0
2026-03-03,0.1453,0.1481,0.1267,0.1276,670569.0
2026-03-04,0.125,0.125,0.1125,0.1144,744531.0
2026-03-05,0.1187,0.1225,0.1065,0.1092,605787.0
2026-03-06,0.1112,0.115,0.105,0.1109,56709.0
2026-03-09,0.1067,0.1067,0.0875,0.0984,502496.0
2026-03-10,0.105,0.1076,0.1015,0.1065,180564.0
2026-03-11,0.11,0.1138,0.1077,0.113,95486.0
2026-03-12,0.1147,0.1147,0.106,0.1118,285257.0
2026-03-13,0.1118,0.1188,0.1084,0.1089,397613.0
2026-03-16,0.1075,0.1125,0.1004,0.1125,1145404.0
2026-03-17,0.115,0.1225,0.103,0.103,394281.0
2026-03-18,0.103,0.1045,0.0958,0.1022,279124.0
2026-03-19,0.0963,0.0985,0.0853,0.0866,647799.0
2026-03-20,0.0869,0.0956,0.0862,0.0862,168748.0
2026-03-23,0.0817,0.0827,0.0645,0.0693,1160868.0
2026-03-24,0.0693,0.0724,0.0661,0.071,259258.0
2026-03-25,0.071,0.0739,0.0697,0.071,556104.0
2026-03-26,0.0735,0.0735,0.0614,0.0645,436731.0
2026-03-27,0.0588,0.0696,0.0557,0.0666,186504.0
2026-03-30,0.0613,0.0673,0.0606,0.0649,163195.0
2026-03-31,0.0649,0.0678,0.0608,0.0626,459888.0
